create_at,order_id,customer_id,store_internal_id,product_name_en,product_name_ar,internal_store_id,product_internal_id,product_id,size_name_en,size_name_ar,price,full_price,coupon_code
"2025-05-24T20:31:13.061Z;11","","17","16","Scotch Eggs","الكافي بتول","4924","4120","01762dc2-5762-42ca-911f-4e22263cdf56","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","597636","717163.2","pvffpatCwLZe"
"2025-05-23T23:41:24.473Z;12","","12","24","Asparagus Salad","خنفير كرم","6055","5189","43f4a1f9-6581-44cc-b332-e38098902883","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","291821","350185.2","BQBprcet"
"2025-05-24T03:49:21.916Z;13","","11","11","Pork Steak","بدران القلشاني","5911","8360","58907237-1b86-43fd-b6e0-5b05ada2c105","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","438559","526270.7999999999","pvffpatCwLZe"
"2025-05-24T15:32:25.295Z;14","","17","4","Russian Chicken Soup","عنود الع لويني","1346","8710","1eb9bb23-d2cc-4b2a-9e4c-c517b4fb33ee","medium,large,veryLarge,verysmall","small","355793","426951.6","pMSmiTd"
"2025-05-24T05:12:04.950Z;15","","2","7","Pappardelle Alla Bolognese","زروق سهيل","6157","1835","418648d3-e283-4d19-9adf-0f5b12ecb868","small","small","637868","765441.6","wbJhXfEu"
"2025-05-24T17:20:55.075Z;16","","2","22","Kangaroo Steak","خنفير عوضية","1175","7626","c252c72b-5b13-4384-9a01-a4a888b06c15","small","medium,large,veryLarge,verysmall","363502","436202.39999999997","BQBprcet"
"2025-05-24T00:18:04.735Z;17","","19","26","Cheeseburger","بروفيسور خلود بوهاها","1020","3364","90e8380a-589e-44c9-b8dc-6b2b4921eaf3","small","medium,large,veryLarge,verysmall","860468","1032561.6","iANkXIATuBzEog"
"2025-05-23T21:26:50.557Z;18","","1","8","Cypriot Zucchini Soup","غويلة منعم","2112","193","cd395eca-f69a-4ada-bd86-e906785cae8a","medium,large,veryLarge,verysmall","small","865433","1038519.6","pvffpatCwLZe"
"2025-05-24T11:59:43.976Z;19","","5","12","Jerusalem Artichoke-infused Quail","الشريف فخري","9557","2724","8f11f26d-ef45-4118-9895-02ff1f217dc7","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","22091","26509.2","SPDWHurIluYJ"
"2025-05-24T17:36:23.657Z;20","","14","18","Elderberry And Dragonfruit Tart","ممدوح الوحيشي","8198","7361","a1625717-4001-4fc5-b404-37bdea881362","medium,large,veryLarge,verysmall","small","1446","1735.2","pMSmiTd"
"2025-05-24T13:33:16.431Z;21","","18","19","Lemon-infused Kangaroo Roast","الدرقاش منعم","2310","8345","b9fc0ac1-681f-463b-b451-b3d6327cd2fa","small","medium,large,veryLarge,verysmall","459937","551924.4","oGsaHwD"
"2025-05-24T09:30:29.967Z;22","","17","14","Chicken Parm","عوضية فقوسة","969","4350","fa06bc14-b29e-495e-aaf2-b09199887951","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","803057","963668.3999999999","pvffpatCwLZe"
"2025-05-24T00:37:10.163Z;23","","4","24","Ajwan Seed-crusted Salmon","عنود بن عبدالله","9533","5159","dafda96f-7a6d-489c-959b-16f775605005","small","small","339210","407052","ChNpTgCsqzzxCv"
"2025-05-24T18:39:40.588Z;24","","14","1","Som Tam","الرصاع سرمد","8024","2077","e6f23941-6316-4271-8675-df8dd8d0344a","medium,large,veryLarge,verysmall","small","914506","1097407.2","oJiJmUDCJBt"
"2025-05-24T20:34:12.390Z;25","","19","17","Marjoram-rubbed Venison Salad","أمير يافع","4917","5377","dfdc646f-94b7-401b-b52c-9e5a37209835","medium,large,veryLarge,verysmall","small","842150","1010580","pvffpatCwLZe"
"2025-05-24T14:28:54.859Z;26","","12","8","Teriyaki Chicken Donburi","بتول النقاش","8644","7627","186d5ceb-e4ad-4160-a458-502930e6dee6","small","small","219872","263846.39999999997","wbJhXfEu"
"2025-05-24T02:20:26.983Z;27","","17","20","Barbecue Ribs","شنيق اروي","2819","7106","60d8e477-0c5c-4bf3-84c1-14fe0eb1c96a","medium,large,veryLarge,verysmall","small","867140","1040568","ChNpTgCsqzzxCv"
"2025-05-24T15:05:39.900Z;28","","2","16","Poke","بلسم عنون","8813","860","679fbd8a-dd01-4330-9704-3ba64b4fcab1","medium,large,veryLarge,verysmall","small","643692","772430.4","SPDWHurIluYJ"
"2025-05-24T02:46:28.381Z;29","","9","12","Poutine","هاني تومي","7430","3247","f2c1a264-08e2-4973-bafa-fa59c9d4a999","small","medium,large,veryLarge,verysmall","236389","283666.8","pMSmiTd"
"2025-05-24T05:02:11.954Z;30","","12","15","Sage-crusted Duck","الكافي اروي","450","8728","624ed9ba-47ce-4c25-a6c2-22ac0fee347d","medium,large,veryLarge,verysmall","small","261997","314396.39999999997","iANkXIATuBzEog"
"2025-05-24T00:44:35.667Z;31","","15","12","Cavalo-glazed Pork Skewers","ناصر الصغير","2780","5361","f691ba2f-00de-494d-b752-3e6c741f3c21","medium,large,veryLarge,verysmall","small","601944","722332.7999999999","BQBprcet"
"2025-05-24T05:11:50.998Z;32","","20","4","Tikka Masala-rubbed Rabbit Salad","المقداد تومي","3189","9514","61be1c9b-fc86-4930-b804-c6bbb358e491","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","249076","298891.2","iANkXIATuBzEog"
"2025-05-24T01:51:42.214Z;33","","17","26","Pork Belly Buns","مروان همدان","3066","2124","f52f3840-0efb-4d4a-825a-ac6074bc81cf","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","689168","827001.6","wbJhXfEu"
"2025-05-24T07:40:34.872Z;34","","7","18","Barbecue Ribs","سامر الخليفي","6468","5837","236c1445-f3c9-40a5-820b-88ff28d545c4","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","691928","830313.6","SPDWHurIluYJ"
"2025-05-24T08:38:42.639Z;35","","13","3","Tacos","عنون خلود","7081","784","845e1ef6-27eb-4c1c-bc63-9b084009efab","medium,large,veryLarge,verysmall","small","951045","1141254","BQBprcet"
"2025-05-24T07:54:18.370Z;36","","6","17","Bruschette With Tomato","سعيد مختار","2587","3159","f666a980-b8b8-4d77-8403-afb8db008a7c","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","453018","543621.6","pvffpatCwLZe"
"2025-05-24T07:39:22.703Z;37","","2","8","Ricotta Stuffed Ravioli","سيدة بتول همدان","6090","7500","8290b068-f4c0-477d-aa32-9acac68fc819","small","small","757712","909254.4","pMSmiTd"
"2025-05-24T18:29:10.895Z;38","","2","1","Pork Sausage Roll","بلسم العواني","4777","4508","4cecd020-2e9a-4951-9545-5a3f2be31ced","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","611174","733408.7999999999","SPDWHurIluYJ"
"2025-05-24T02:43:50.009Z;39","","4","23","Pasta Carbonara","النفير نوف","2750","5320","401a4408-0bd3-4574-b61d-6c442188cac0","small","small","951732","1142078.4","oGsaHwD"
"2025-05-24T13:23:03.627Z;40","","12","6","Avocado Spread-infused Kangaroo","النفير ذاكر","7391","6147","15c18447-9a39-4c2d-9abb-23499c2de59e","medium,large,veryLarge,verysmall","small","917730","1101276","LzNvZRMtZQum"
"2025-05-23T22:22:20.198Z;41","","10","10","Salmon With Blueberry Sauce","اروي الخليفي","748","512","78a4d658-b6c0-4f59-b11a-3e0f9fdba39d","medium,large,veryLarge,verysmall","small","883132","1059758.4","SPDWHurIluYJ"
"2025-05-24T09:15:27.817Z;42","","20","6","Papaw Pie","يافع عياض","1281","8836","d96c2ff8-0d16-493c-bf25-fbbfff048ba6","medium,large,veryLarge,verysmall","small","469481","563377.2","LzNvZRMtZQum"
"2025-05-23T20:55:25.544Z;43","","4","5","Ostrich With Sprout Sauce","المقداد زقية","107","4674","69b2b92a-169b-4c04-bcfe-09f4d1d5491d","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","547781","657337.2","oGsaHwD"
"2025-05-24T06:56:57.581Z;44","","20","12","Osborne's Special Onion","جراد راكان","5073","5915","5250d428-d140-410b-96c8-8eee8d9f079f","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","89464","107356.8","SPDWHurIluYJ"
"2025-05-24T18:47:40.589Z;45","","19","10","Chicken Milanese","خلود جراد","848","34","5b3b076c-c006-4b6a-bb68-22a4aa2d23a2","medium,large,veryLarge,verysmall","small","387253","464703.6","oJiJmUDCJBt"
"2025-05-24T14:04:25.776Z;46","","17","11","Passionfruit-infused Duck Roast","دكتور عنود بوهاها","1914","9646","21ba9f5b-cccd-492c-9b29-7d617f0ae2b0","medium,large,veryLarge,verysmall","small","296743","356091.6","SPDWHurIluYJ"
"2025-05-24T11:00:12.343Z;47","","6","16","Linguine With Clams","نيفر عارف","2994","1424","8e466fb9-6b80-45d3-862a-e2d026429f2a","small","small","654170","785004","pvffpatCwLZe"
"2025-05-24T13:13:41.666Z;48","","4","24","Gujarati Dragonfruit Soup","المحجوب نوف","1630","7273","2426273c-b224-4486-8a62-1042b3e5556a","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","368544","442252.8","oJiJmUDCJBt"
"2025-05-24T15:31:02.946Z;49","","3","26","Fluffy Duck With Eggplant","ديسم بن عثمان","9577","5137","fc55bf0d-d243-441a-bb96-e12b43448163","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","484990","581988","SPDWHurIluYJ"
"2025-05-23T23:27:14.913Z;50","","1","17","Hummus","حميد المدقي","2582","326","9489c238-aad0-44a8-bd9b-dc7ddca4379f","small","medium,large,veryLarge,verysmall","821432","985718.3999999999","iANkXIATuBzEog"
"2025-05-24T15:44:34.945Z;51","","15","3","Blood Orange Pie","بن عاشور ديسم","9229","1734","841df171-2057-45d5-ac96-9e7093b696ed","medium,large,veryLarge,verysmall","small","243379","292054.8","SPDWHurIluYJ"
"2025-05-24T17:02:33.318Z;52","","8","15","English Artichoke Soup","دكتور فريد الشيباني","1952","7499","2ce67509-d599-4766-9939-eb0f07a8edd1","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","237916","285499.2","pMSmiTd"
"2025-05-24T07:55:46.347Z;53","","20","9","Moist Lamb With Hijiki","خلود الكراي","342","9715","5497ad96-e503-41bb-97ee-35e8726a551c","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","916158","1099389.5999999999","pMSmiTd"
"2025-05-24T19:50:49.320Z;54","","5","13","Pigeon Steak","اروي بن عاشور","5592","8000","c1d412f1-629f-4a55-a940-7fe248d29f3a","small","small","108807","130568.4","iANkXIATuBzEog"
"2025-05-24T17:28:18.875Z;55","","18","15","Ostrich Steak","الأشراف بتول","8718","2331","c64777a9-fcf2-497e-a97d-21baa70305ca","medium,large,veryLarge,verysmall","small","51523","61827.6","oGsaHwD"
"2025-05-24T11:44:28.791Z;56","","19","22","Peking Duck","ريم نيفر","2528","3313","7502d6d3-9687-460a-82db-d61a42cbe99b","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","573774","688528.7999999999","pMSmiTd"
"2025-05-24T19:26:26.181Z;57","","18","21","Mace-rubbed Crocodile Salad","سيد شفيع سويس","8629","7683","2184e4a7-7c92-4bea-865c-0e4e799e4bb4","medium,large,veryLarge,verysmall","small","827253","992703.6","LzNvZRMtZQum"
"2025-05-23T21:57:36.929Z;58","","20","12","Karnataka White Flour Soup","الصغير بسيم","2901","2870","5198e0c2-2522-4986-9778-5b9fbcff43e1","medium,large,veryLarge,verysmall","small","140104","168124.8","BQBprcet"
"2025-05-24T05:32:41.362Z;59","","2","13","Beef Steak","خلود لخشين","5190","5593","ffd43c5c-6407-4d1f-9b1e-8b5d1cb6470a","small","small","811521","973825.2","ChNpTgCsqzzxCv"
"2025-05-24T05:12:14.856Z;60","","2","7","Jewish - Israeli Alfalfa Soup","السقاط عنود","3534","7520","21049db0-a164-4983-8694-c7b0ee717738","medium,large,veryLarge,verysmall","small","696718","836061.6","iANkXIATuBzEog"
"2025-05-24T18:33:44.471Z;61","","13","13","Katsu Curry","ممتاز بوهاها","4106","8366","385a33d4-2f87-411c-b6fd-a4fa2ef285da","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","927512","1113014.4","LzNvZRMtZQum"
"2025-05-24T16:49:07.854Z;62","","20","17","Chicken Milanese","خلود بوهاها","5717","857","fef47750-4502-46b2-b04b-081ccafc8ac5","medium,large,veryLarge,verysmall","small","701169","841402.7999999999","oGsaHwD"
"2025-05-24T07:22:35.641Z;63","","10","16","Pasta With Tomato And Basil","نوف بن عبد السلام","5234","1307","f5d94c62-280e-487c-a4e2-7a64c165b401","small","medium,large,veryLarge,verysmall","888800","1066560","SPDWHurIluYJ"
"2025-05-24T14:13:34.061Z;64","","16","11","Caesar Salad","ربيع عاشور","205","9947","00605510-e875-4bb2-a00c-2703859419b2","small","medium,large,veryLarge,verysmall","97912","117494.4","oGsaHwD"
"2025-05-24T14:24:39.533Z;65","","12","13","Linguine With Clams","بن عبد الكريم عجمي","5986","9828","2e80e0ca-5ba5-44f3-80e7-32be4d63c428","small","medium,large,veryLarge,verysmall","731355","877626","pvffpatCwLZe"
"2025-05-24T12:58:06.311Z;66","","17","16","Chicken With Custard Apples Daikon Sauce","الأشراف فاطمه","9158","6296","e6349715-e85d-4465-ac54-5b5ea32f4395","small","small","437028","524433.6","iANkXIATuBzEog"
"2025-05-24T03:33:00.896Z;67","","11","7","Snowpea Sprouts Salad","بنسلامة طارق","1468","4491","3f16d1e0-6dd3-4e24-bc93-4bda84cf71fb","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","614058","736869.6","wbJhXfEu"
"2025-05-23T22:07:35.351Z;68","","11","11","Pasta With Tomato And Basil","بروفيسور حمودة البشيري","3767","6174","7a2a7595-2c94-4e6a-a9c7-1153ab8018d8","small","medium,large,veryLarge,verysmall","983396","1180075.2","SPDWHurIluYJ"
"2025-05-24T20:47:02.906Z;69","","15","11","Mandarin-infused Turkey Roast","المنيف منير","7331","3458","3d875683-ce65-4db9-bfe7-591ea958bdd8","small","medium,large,veryLarge,verysmall","717189","860626.7999999999","LzNvZRMtZQum"
"2025-05-23T21:46:11.736Z;70","","17","4","Paprik And Crocodile Pie","ريم بودوارة","6521","7088","22aca301-3c92-4378-846d-9ca773ee5a88","medium,large,veryLarge,verysmall","small","25849","31018.8","pvffpatCwLZe"
"2025-05-23T22:20:29.326Z;71","","6","19","Poutine","خنفير عنود","5016","1246","fcd47840-8314-4a28-92e0-38d2fc6bd4c9","small","small","580041","696049.2","BQBprcet"
"2025-05-24T18:05:03.843Z;72","","3","23","Delicious Venison With Beans","العلايمي غازي","3330","3861","85f866e5-2cb8-4dd4-9c2c-6fc9338e2f31","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","209436","251323.19999999998","wbJhXfEu"
"2025-05-24T10:52:01.118Z;73","","3","8","Fluffy Venison With Carob Carrot","بن حمودة جليل","6899","8970","bdf4a2f9-e3a4-453a-9d4a-6a984f061b12","medium,large,veryLarge,verysmall","small","57722","69266.4","oJiJmUDCJBt"
"2025-05-24T09:45:57.278Z;74","","10","4","Chilli Con Carne","آنسة عنود الحجيج","4156","7284","38b0d133-491a-4925-bcf1-5903db473188","small","medium,large,veryLarge,verysmall","564862","677834.4","pvffpatCwLZe"
"2025-05-24T15:03:05.944Z;75","","8","24","Pasta Carbonara","خلود الرقيق","2333","2116","68c269bb-c065-439d-8bb4-165802b08f2b","small","small","117923","141507.6","ChNpTgCsqzzxCv"
"2025-05-23T22:45:00.122Z;76","","8","3","Chilli Con Carne","جابالله بتول","2327","2316","4e3d0fd5-13d0-4b02-91bc-1e9b18ea6e40","small","small","337542","405050.39999999997","pMSmiTd"
"2025-05-24T18:52:13.476Z;77","","7","21","Tangelo-infused Duck Roast","مرشد جابالله","7266","1587","82ea75e2-7494-4dc2-96b0-a1d23f8da947","small","medium,large,veryLarge,verysmall","523132","627758.4","BQBprcet"
"2025-05-24T06:58:51.549Z;78","","6","13","Pizza","بلسم بن عبد السلام","9920","2534","fd1f9501-92f0-442c-824f-fef7c9e2122a","medium,large,veryLarge,verysmall","small","341745","410094","SPDWHurIluYJ"
"2025-05-24T16:54:23.509Z;79","","1","14","Pho","الأشراف داوود","3461","901","b7a8c070-85c3-4851-b388-90be37e62465","medium,large,veryLarge,verysmall","small","845696","1014835.2","wbJhXfEu"
"2025-05-24T15:18:38.930Z;80","","17","2","Chicken Milanese","النفير عنود","4414","7198","2a69475f-e40d-4f12-b548-d1d582db868e","medium,large,veryLarge,verysmall","small","83520","100224","LzNvZRMtZQum"
"2025-05-24T18:24:05.468Z;81","","6","8","Pierogi","سيدة ريم جابالله","6805","1157","970ee9ef-0353-4a3e-bf13-a03d2d8dc6ef","small","small","786059","943270.7999999999","LzNvZRMtZQum"
"2025-05-23T23:50:19.840Z;82","","11","12","Salmon Nigiri","تومي محمود","6874","7865","d9e482f8-e1e2-43b0-aa61-d7be14e0ea8e","medium,large,veryLarge,verysmall","small","470283","564339.6","SPDWHurIluYJ"
"2025-05-24T18:21:16.429Z;83","","8","20","Lemon-infused Ostrich Roast","عجمي سويس","7028","2926","0b81776c-4cde-491e-ae17-44403e6c20d7","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","569044","682852.7999999999","iANkXIATuBzEog"
"2025-05-24T08:49:51.401Z;84","","1","24","Kohlrabi Salad","ناصف بن عثمان","8130","28","b6059364-39d4-4249-888f-5b792810bb52","small","small","71521","85825.2","pvffpatCwLZe"
"2025-05-24T18:10:30.285Z;85","","1","1","Rich Chicken With Fresh Chillies","العواني عنود","3735","243","fb027f7d-e148-4b17-9348-64dc1e12fdbf","small","medium,large,veryLarge,verysmall","535813","642975.6","SPDWHurIluYJ"
"2025-05-23T22:44:48.019Z;86","","10","2","Risotto With Seafood","دكتور اروي نيفر","9628","8965","f7d2872a-b742-45fd-991d-ddf4929e9c0b","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","364407","437288.39999999997","pvffpatCwLZe"
"2025-05-24T04:44:21.228Z;87","","16","8","Chicken Parm","البشيري بلسم","5967","752","14550906-7357-413e-8d83-712f534055ed","small","medium,large,veryLarge,verysmall","3650","4380","oJiJmUDCJBt"
"2025-05-23T23:57:29.173Z;88","","1","25","Luis's Special Amchur","العواني بلسم","8102","3766","f8aa110e-95d1-45ba-ade9-443bb0aa536c","medium,large,veryLarge,verysmall","small","630229","756274.7999999999","pMSmiTd"
"2025-05-24T01:57:32.171Z;89","","1","13","California Maki","مصلح غويلة","9892","7058","81449cc3-65a4-4959-a193-ccd681fe1671","medium,large,veryLarge,verysmall","small","475078","570093.6","wbJhXfEu"
"2025-05-24T17:41:45.475Z;90","","5","2","Goose With Nectarine Sauce","عظومة ريم","6498","8244","412fadb1-e96c-4a36-8cc0-6be3e5685d07","medium,large,veryLarge,verysmall","small","12153","14583.6","pvffpatCwLZe"
"2025-05-24T12:28:34.742Z;91","","14","10","Balti Stir Fry Mix-crusted Crocodile","سيدة اروي المحجوب","6227","849","5d574e74-b087-4649-ae1d-c1d9d3ee2cd3","small","small","933801","1120561.2","ChNpTgCsqzzxCv"
"2025-05-24T08:56:38.416Z;92","","20","4","Scotch Eggs","هاشم الشيباني","7971","1235","5bfcd770-15fb-47cb-ad46-dbebfc7f0903","medium,large,veryLarge,verysmall","small","393111","471733.2","wbJhXfEu"
"2025-05-24T11:22:22.864Z;93","","6","5","Creamy Serbian Stew","الخليفي صخر","2464","6895","74c0f2c5-862c-4b55-b612-6ef702f980e1","medium,large,veryLarge,verysmall","small","726533","871839.6","wbJhXfEu"
"2025-05-24T13:39:40.625Z;94","","17","11","Pork Sausage Roll","المدقي جاد","1127","5471","0553949d-778b-4431-9c13-136a7199e73d","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","60334","72400.8","SPDWHurIluYJ"
"2025-05-23T21:00:59.444Z;95","","15","5","Pork Steak","القلال فاطمه","1605","4553","da86e1cd-35d7-438d-b38a-c4298b1c93a2","small","medium,large,veryLarge,verysmall","958550","1150260","SPDWHurIluYJ"
"2025-05-24T04:44:13.029Z;96","","20","14","Katsu Curry","النابلي حاتم","4954","2547","4e782c32-e419-42d8-a429-4769927e2091","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","739926","887911.2","pMSmiTd"
"2025-05-24T03:06:06.481Z;97","","19","25","Lamb Steak","بتول بوديبة","7733","5237","33bc0d5e-be8b-4ba9-98cb-fb0d657e1f26","medium,large,veryLarge,verysmall","small","492575","591090","pvffpatCwLZe"
"2025-05-23T21:39:00.769Z;98","","5","15","Fettuccine Alfredo","الرقيق عنود","1511","5126","a6c79512-ba36-4ada-925c-a984f41ed406","small","medium,large,veryLarge,verysmall","948761","1138513.2","SPDWHurIluYJ"
"2025-05-24T05:18:11.949Z;99","","15","2","Lamb With Blackberry Sauce","أليف بودوارة","6111","7218","363d90de-b07c-4962-879d-808bc9759d89","small","medium,large,veryLarge,verysmall","968940","1162728","SPDWHurIluYJ"
"2025-05-24T06:18:10.576Z;100","","5","1","Souvlaki","مروان تومي","2451","3776","41e5c789-e12f-4c80-8292-64d32d9b2ef5","medium,large,veryLarge,verysmall","small","554205","665046","LzNvZRMtZQum"
"2025-05-24T18:37:34.487Z;101","","17","18","Asparagus Salad","حمزة همدان","8679","5658","46ec8a50-5b83-4bc7-8422-3e0dd87378b0","small","medium,large,veryLarge,verysmall","284174","341008.8","pvffpatCwLZe"
"2025-05-24T07:34:08.578Z;102","","19","3","Cucumber Salad","الشيباني اروي","1522","5390","7dcf772d-7de1-41fd-8636-0d2eef7c32cc","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","209067","250880.4","iANkXIATuBzEog"
"2025-05-24T13:41:14.381Z;103","","18","4","Bunny Chow","عز الدين العلايمي","1673","1543","7acec076-e2ef-4282-b02e-8edd1215fc95","medium,large,veryLarge,verysmall","small","422065","506478","BQBprcet"
"2025-05-24T04:34:33.016Z;104","","12","5","Meatballs With Sauce","براءة السقا","5166","1429","643cc07f-cf1e-4f39-afcf-5c68d5f763e5","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","886090","1063308","ChNpTgCsqzzxCv"
"2025-05-24T19:30:54.264Z;105","","4","21","Mango-crusted Quail","الرقيق فتحي","7550","5931","d9c011fe-9ba6-4392-9181-dab8dcc67db9","medium,large,veryLarge,verysmall","small","340513","408615.6","SPDWHurIluYJ"
"2025-05-24T03:43:22.200Z;106","","4","4","Caprese Salad","الصغير عنود","6656","3904","f1eb53ab-3f25-434d-aabc-6544ea865500","small","medium,large,veryLarge,verysmall","823816","988579.2","LzNvZRMtZQum"
"2025-05-24T02:31:31.346Z;107","","19","16","Pappardelle Alla Bolognese","رضوان العواني","4796","1458","a658c2d4-0927-4d02-a286-8e276dc46bc4","small","medium,large,veryLarge,verysmall","58470","70164","iANkXIATuBzEog"
"2025-05-23T23:04:21.654Z;108","","18","21","Linguine With Clams","غويلة فاطمه","8322","175","42b8c8c7-91fb-4fd3-adcd-783df70336ba","small","medium,large,veryLarge,verysmall","90935","109122","pvffpatCwLZe"
"2025-05-24T20:30:52.534Z;109","","3","26","Tacos","المولدي فاطمه","7711","1475","200ffec6-051a-4a39-9712-f427036d3c8f","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","112352","134822.4","SPDWHurIluYJ"
"2025-05-24T00:38:55.959Z;110","","18","22","Fruit-infused Goose","حطاب شنيق","7881","6716","be312ce0-4781-45cd-ac51-cae77a99c855","small","medium,large,veryLarge,verysmall","841382","1009658.3999999999","wbJhXfEu"
"2025-05-24T00:07:39.268Z;111","","5","21","Poke","آنسة خلود النخلي","4232","3669","ff881c02-a59c-4cc9-b2d9-e8bcc83740d0","small","medium,large,veryLarge,verysmall","832295","998754","oGsaHwD"
"2025-05-24T09:33:09.207Z;112","","14","17","French Fries With Sausages","بودوارة بلسم","9283","1206","79edf0b0-5b45-4fca-8481-8367480eb564","medium,large,veryLarge,verysmall","small","357036","428443.2","LzNvZRMtZQum"
"2025-05-24T15:22:09.456Z;113","","7","26","Capers Salad","النجار جمال","6016","9733","5ee2fe54-6db7-4477-802e-8d1f1a0ca951","medium,large,veryLarge,verysmall","small","563202","675842.4","iANkXIATuBzEog"
"2025-05-24T05:45:15.077Z;114","","13","7","Korma-rubbed Ostrich Salad","فاطمه الخليفي","1135","3316","8fbd0547-8925-4d03-af30-f33e27d0df74","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","338530","406236","oGsaHwD"
"2025-05-24T10:55:08.574Z;115","","9","21","Souvlaki","النجار طيب","7208","4762","b7dac32a-5096-4733-8335-28739d48d583","small","medium,large,veryLarge,verysmall","866375","1039650","pvffpatCwLZe"
"2025-05-24T07:51:36.313Z;116","","6","17","Crocodile Steak","هذيل اروي","6066","6099","fe30e3ff-b0b5-40c4-a5f4-464d9573b035","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","985948","1183137.5999999999","pvffpatCwLZe"
"2025-05-23T21:10:15.766Z;117","","11","12","Cauliflower Penne","زروق راغب","5435","6515","b66f7558-41fc-458f-90b5-e4e2def602d2","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","869658","1043589.6","SPDWHurIluYJ"
