order_id,store_id,status,status_time
"3eac4942-ec2c-4de5-9fbf-12e1052f2005","5","with_driver","2025-05-25T08:25:57.119Z"
"27415507-a777-46be-9b44-12c1b8452462","12","delivered","2025-05-24T22:39:20.689Z"
"668fe1aa-ee3d-4974-afc6-e1d8c52aa09c","22","rejected","2025-05-24T16:09:16.927Z"
"cfd7a0da-5318-4aa7-8e23-8ac78b60ae7f","7","rejected","2025-05-25T04:05:08.996Z"
"81e18513-8c27-4b32-b99d-11652779ba3b","7","with_driver","2025-05-25T12:02:47.894Z"
"ad897e4a-2084-4a8e-8798-f5a90b92b6b9","26","accepted","2025-05-25T02:48:13.671Z"
"2c5dc081-5ee2-4bda-855e-6f928a7b40f3","14","accepted","2025-05-25T12:35:33.078Z"
"a3c32e63-408f-4199-bd59-0da97fcbc5ce","15","with_driver","2025-05-25T06:41:32.490Z"
"9dc005b0-de7c-45c3-bbf2-7cc1373106ef","22","rejected","2025-05-25T06:01:16.324Z"
"0d5b9932-d73f-402d-8e92-ab100ed695a6","7","with_driver","2025-05-24T21:09:30.614Z"
"30d83514-ea93-46fc-9768-d521e4587b18","24","with_driver","2025-05-25T09:17:33.263Z"
"70936607-6073-4cde-8ad9-e2a621b009bd","17","with_driver","2025-05-25T12:13:18.006Z"
"91dbd2c2-f67f-477b-adaa-7a1eb9f0a9b6","19","accepted","2025-05-24T18:12:40.849Z"
"9106eecf-52bc-4635-9571-892efa45ad4c","11","accepted","2025-05-24T19:30:29.935Z"
"6e150e6e-36cd-4aac-8367-6bcedfdc308a","18","rejected","2025-05-25T11:35:26.161Z"
"80841e71-359f-416f-82b4-fb86661030e2","18","accepted","2025-05-25T00:34:17.274Z"
"6c5fe0f1-419c-4fa7-bc49-aaef0e873558","7","delivered","2025-05-24T18:46:29.541Z"
"71422f86-c252-407a-9226-1a28d17c411b","25","accepted","2025-05-24T17:54:21.308Z"
"797bfda5-6284-47d0-b380-a2238809d873","24","with_driver","2025-05-25T00:06:39.271Z"
"7cd387f8-6ce7-4baa-9d6c-e6e33acd0554","1","delivered","2025-05-25T05:04:02.958Z"
"d0600249-3a47-471b-9c0b-5039f813059e","2","delivered","2025-05-24T16:06:05.062Z"
"6d99fa3f-1fc9-4015-b92f-e4b9ee58ab02","5","accepted","2025-05-24T19:16:18.363Z"
"8c7b8b42-7499-4ceb-8a49-6ad4c898a2a4","8","with_driver","2025-05-25T08:49:43.337Z"
"96f29250-462a-4ea6-a7d8-dd1c009f5b0a","7","rejected","2025-05-25T09:19:40.913Z"
"b5b8ce3e-cfd2-4342-8848-67cf8e3cd313","16","delivered","2025-05-25T01:38:57.163Z"
"d51e63f3-06af-4e7f-bd26-560a60e86efe","23","rejected","2025-05-24T21:01:42.310Z"
"7ba25dd1-c89a-4817-aba6-cd045a5ab707","13","with_driver","2025-05-25T11:56:30.348Z"
"065921d8-1448-4429-9008-a4adaab51f6c","23","rejected","2025-05-24T13:30:38.737Z"
"eee60be1-3c4c-4d9b-a09b-ae573eb450c8","16","rejected","2025-05-24T20:41:17.564Z"
"eac921ee-a921-48de-990b-972d5437863e","10","accepted","2025-05-24T16:16:23.838Z"
"7a04a33e-d0fd-41fa-824c-4197646eaa64","5","accepted","2025-05-25T02:40:28.223Z"
"6d3fca4c-57c5-4544-97ce-5ab4767afed8","5","rejected","2025-05-24T16:43:05.448Z"
"abcd0d19-a6e7-4c5d-9bdf-c706fe9aeb15","1","with_driver","2025-05-25T10:30:41.648Z"
"7f18281a-3535-409e-bc2a-99a3465f4a2b","10","delivered","2025-05-25T08:52:59.445Z"
"31564e04-3cd4-49e6-bc04-3dc49ba6f24d","6","accepted","2025-05-25T12:18:16.545Z"
"4d7eafae-2141-4d41-a391-6cab1381d5a0","16","with_driver","2025-05-25T06:44:17.723Z"
"85575473-94a2-4e7e-8fc5-b108db841522","18","rejected","2025-05-24T13:14:33.981Z"
"bcbbd6e5-b5d0-4239-ada8-011e46878d50","21","delivered","2025-05-25T11:19:34.520Z"
"da443c86-a79f-40a5-a98f-a6ecd8e2c967","19","with_driver","2025-05-25T05:44:54.490Z"
"215da39a-2a0e-4e67-9f1c-d60839c156fe","8","rejected","2025-05-25T07:18:14.882Z"
"f9010157-038d-451e-8c94-09cf83c15098","2","rejected","2025-05-24T13:54:26.671Z"
"2c3622b1-1169-49e2-aed7-f02f71f32c8b","15","with_driver","2025-05-24T14:34:20.334Z"
"6a75e69e-b3f4-4f55-a586-8464dd98d31c","25","accepted","2025-05-24T14:43:56.565Z"
"e5f79910-7525-4742-82b1-04e2dea64712","2","delivered","2025-05-24T14:48:42.171Z"
"fdd3085a-07b1-4683-a1b8-80343a86e9d6","18","delivered","2025-05-25T10:48:56.961Z"
"1fa92165-2007-4e5d-a5a9-468699e533fb","10","accepted","2025-05-25T00:15:04.751Z"
"6f0600e7-3f28-4fed-9829-6df8d2302c7e","1","accepted","2025-05-25T11:33:37.241Z"
"5ef63028-3283-42da-ab37-c0195ec66a45","13","accepted","2025-05-25T00:40:24.219Z"
"ea6d03b8-d343-4814-8966-10f4f16a01b7","11","delivered","2025-05-25T06:58:16.796Z"
"0b21ff36-bc4d-44d6-85bc-0e6f9bbfaf7d","22","accepted","2025-05-25T08:18:42.893Z"
"ccbe4d43-88cf-40ba-a6d0-f41b972f0a28","19","accepted","2025-05-25T00:18:02.524Z"
"bb016798-0bd5-4500-8a65-af5e1bac5f22","4","rejected","2025-05-24T16:53:34.109Z"
"538bc122-0cb3-4f7c-8190-058ee3ae0727","25","delivered","2025-05-25T10:49:20.690Z"
"dc9e4bfb-280b-41ef-80d3-c3256f593590","6","with_driver","2025-05-25T06:30:39.018Z"
"a9f289e0-ac6c-4f53-86c5-6c14c390ae54","19","accepted","2025-05-24T23:33:06.258Z"
"18ee4d52-16c4-4eb9-99d8-07a349afdf1a","16","accepted","2025-05-25T05:15:14.890Z"
"fc95cc12-afa2-4c3c-814e-8085fc9080a7","19","with_driver","2025-05-24T17:09:32.785Z"
"b738cdc0-3c50-41c9-900c-1270a947355c","23","rejected","2025-05-25T09:19:00.161Z"
"6e8ee500-91b2-4fdd-b2ed-2e2e1818156b","15","with_driver","2025-05-25T10:27:42.691Z"
"fb0a2917-78c3-405a-b74f-41e978f8b3e8","9","rejected","2025-05-25T00:53:45.843Z"
"0d9a84b9-135e-41e3-bbf1-2f152cb62ded","4","accepted","2025-05-25T06:33:33.561Z"
"9066a7e1-5481-4ad7-889c-9f242bc73ab5","15","delivered","2025-05-25T03:41:47.366Z"
"5c90e0bf-8aba-41b0-94d6-63e84f1f0556","17","with_driver","2025-05-25T12:43:44.493Z"
"81a90592-930e-42ba-b4ee-5fe8ebb2a60b","13","rejected","2025-05-25T00:54:22.881Z"
"f42fc88b-5de4-42f5-8fa3-6766c709cff6","20","accepted","2025-05-24T19:27:41.618Z"
"155da5b8-589d-45e7-829e-935779c369a4","15","rejected","2025-05-25T07:59:44.317Z"
"0d1c3c41-c024-4a48-8c5d-27d9787c2f90","5","accepted","2025-05-24T22:21:23.609Z"
"61951767-eb0a-4f8f-be9e-9009a31478bb","12","accepted","2025-05-25T05:18:48.984Z"
"f1bc0433-de59-41e0-b58e-6fa447591478","17","rejected","2025-05-24T20:28:44.870Z"
"c3d85374-1eff-4c1b-b66d-d1a13e177ae2","2","delivered","2025-05-24T16:33:25.594Z"
"0a37b8cb-fe2c-4539-b8a5-299288cddd76","18","with_driver","2025-05-24T13:10:33.904Z"
"8a4b3953-fd50-47c0-bf3f-cf5fa99025b3","14","accepted","2025-05-25T06:28:43.246Z"
"bdedb8c2-25f8-400c-843b-985c3fee9b6c","21","rejected","2025-05-25T05:15:46.915Z"
"7779ac9d-b720-480e-bfae-befc0e8875a9","1","rejected","2025-05-25T09:06:03.803Z"
"abc3f4a6-446d-40e7-bebc-abf91d6149e8","5","rejected","2025-05-24T20:38:27.115Z"
"04e73a19-87d2-430b-af96-972b12433a35","7","rejected","2025-05-24T19:16:51.571Z"
