payment_id,order_id,card_type,customer_id,paid_amount,bank_transaction,payment_at
"6a84a3c3-50d4-47b6-9d4d-d73859e97182","0d1b4b83-3a7d-4e7a-b186-d644d6f1dc96","mastercard","12","7749.08","Payment of ALL 356.06 for payment at يافع - الحمامي, processed with card ending ****6843 linked to account ***6553.","2025-05-24T04:50:28.302Z"
"8f32fed6-8112-4683-a721-afe7fd0f9cc9","e59d6329-98aa-49ef-b2e0-fa0fe40aa40f","amex","5","950730.05","Payment of NZD 812.37 for invoice at النفير - عنون, processed with card ending ****7725 linked to account ***6319.","2025-05-24T13:36:26.710Z"
"2c47636f-762f-47ac-a8e7-e5df2a8d7fee","20f2cdf4-4ab9-45e5-b197-d612497d8494","amex","2","595512.22","withdrawal at عطالله, جراد and بن عبد الكريم with a card ending in ****2748 for IRR 374.94 from account ***8929.","2025-05-24T04:44:21.805Z"
"34f94d4a-9f89-4676-9b73-f1806761db79","249fd38a-da12-4d52-bafd-b753cfa41832","visa","18","537456.12","A deposit for INR 796.86 was made at بن عبد الكريم, بوهاها and عظومة via card ending ****9567 on account ***9522.","2025-05-24T20:25:58.222Z"
"7d7262d6-2e41-4f1a-a2fb-ef5a0f102ced","7ca4c96a-28ce-4b53-8c3f-7adb313413df","amex","17","603337.56","A deposit for IDR 69.89 was made at النابلي, المحجوب and بودوارة via card ending ****4316 on account ***3232.","2025-05-24T18:02:47.368Z"
"78150cf5-3dbd-4d17-9d63-89f056eae91f","8d999c6c-9263-462a-b159-3a1bc768f77c","visa","4","224540.1","invoice processed at الرقيق, الطويل and الطويل for NOK 472.23, using card ending ****4135. Account: ***2333.","2025-05-24T05:32:16.030Z"
"628871ad-7cad-402e-b9b2-4d857279a853","acf400ff-6380-4018-ba2b-67ba098fe990","amex","7","635490.05","Your withdrawal of CNY 100.45 at الوحيشي - نيفر was successful. Charged via card ****9733 to account ***4460.","2025-05-24T07:07:37.226Z"
"ad6e09d6-bf8c-4952-a1f4-ef0b5ed220b3","ff76e6d1-b1a6-4d9c-bbe9-bd754a8a383e","visa","14","53253.68","A payment of SEK 51.66 occurred at ادريس, العواني and شنيق using a card ending in ****0910 for account ***8677.","2025-05-24T02:45:02.239Z"
"30d042bd-2978-4be7-a81a-6448934969a6","bee4e0b9-9f92-4d9a-8ee2-cecd0e5ed341","mastercard","13","138774.06","withdrawal transaction at عنون LLC using card ending with ****5026 for BMD 416.96 in account ***4326.","2025-05-23T22:28:53.767Z"
"e446584f-3015-4b22-8ee8-36de0a2a0d48","ab3f3982-f8d4-4e85-b52e-8c3d74c0151f","mastercard","8","744134.55","payment confirmed at النقاش and Sons for MAD 410.78, card ending in ****4799 associated with account ***0813.","2025-05-24T12:55:16.173Z"
"efb8ac8e-fc0c-4895-82c5-a5f6e684d381","d5dee9c9-3c29-441d-8622-0a5c5bf248cc","amex","8","916594.16","Payment of KHR 228.98 for payment at الأشراف - عاشور, processed with card ending ****0940 linked to account ***8783.","2025-05-24T05:29:03.570Z"
"b1359c0f-2daa-41b6-908e-6fe1d775cb3f","8ddc3d06-6ea4-4238-a431-5aa391e27d9a","amex","2","837832.2","Payment of JMD 632.90 for payment at الكافي - الع لويني, processed with card ending ****2728 linked to account ***5411.","2025-05-24T11:21:49.326Z"
"7cadd086-bbb5-429e-97e8-665211b5158f","35def823-89f0-4fd4-8084-f14850722dd0","amex","14","104240.52","deposit transaction at الغربي - العواني using card ending with ****8957 for MOP 149.30 in account ***5358.","2025-05-24T11:44:50.535Z"
"a03086d2-b121-44e4-ac0a-71a885304be2","2d262eea-6a18-430a-b326-250a3f6e450e","mastercard","2","534215.89","Payment of UZS 394.78 for invoice at عظومة, الشتيوي and الوحيشي, processed with card ending ****3974 linked to account ***1098.","2025-05-24T07:46:55.003Z"
"40239053-a51f-4679-b38e-61f9ce92a2e0","45fa46c9-1f7b-48a3-a9fa-83ee29332866","mastercard","15","479984.38","payment at المولدي LLC with a card ending in ****0462 for EGP 984.13 from account ***1146.","2025-05-24T20:51:01.307Z"
"54cd3e69-5174-4100-9b64-d46648258a4c","f5ae303c-5312-42cd-b190-a2012c9ca989","amex","19","382435.35","deposit processed at بوديبة - القلال for KWD 454.19, using card ending ****4261. Account: ***6531.","2025-05-23T21:53:06.667Z"
"e623ea3b-1b0e-44a1-ada1-076e05f7f2b9","3abb3377-8b8f-477e-8c18-429352dc23f8","mastercard","13","15676.48","A payment of UZS 996.05 occurred at السقا Inc using a card ending in ****6666 for account ***1256.","2025-05-24T13:13:39.976Z"
"835ef24a-c6a6-40cb-9954-85788bd00334","48a4a80c-26a5-4e62-b634-ab248a435970","amex","10","128944.84","payment transaction at بن حمودة - الخليفي using card ending with ****3253 for BWP 426.68 in account ***3758.","2025-05-23T22:57:34.746Z"
"5e490955-73a2-4e2a-9cc4-ba7cb028277c","2af7f67f-9d34-4a9b-a6a3-81c8cb8c4f2c","mastercard","11","594430.95","payment processed at خنفير, الدنوني and بنسلامة for JPY 259.58, using card ending ****1245. Account: ***0009.","2025-05-24T20:18:18.030Z"
"7a90ffc4-492e-4f2d-98a1-05429b3cd36b","4b0c9936-5fde-4c24-8fcb-fb45d3d3acbc","visa","12","43947.99","invoice confirmed at النخلي Group for UYU 323.80, card ending in ****4917 associated with account ***6447.","2025-05-24T06:55:09.381Z"
"cab4a7b1-b211-49ae-837b-fc06c17fc86e","7939ec25-de27-4b43-bdee-04bcc95ba340","mastercard","13","549342.98","You made a invoice of BMD 643.71 at العلايمي and Sons using card ending in ****4946 from account ***0836.","2025-05-23T22:21:55.291Z"
"0ff9b8e7-e2f2-4e23-9abb-801380f59127","534eef2e-944b-46b9-9288-420e81b08567","visa","6","402308.09","A payment for RUB 302.14 was made at بودوارة, نيفر and الأشراف via card ending ****9169 on account ***0876.","2025-05-24T04:22:57.900Z"
"e41fb741-75b9-405c-b5ca-9d28b29eb0dd","79d46c54-ec4a-4018-a007-d4fdd63b7d47","visa","16","217512.39","payment of TMT 781.76 at النابلي Group charged to account ending in 3254 using card ending in ****2248.","2025-05-24T02:17:57.639Z"
"b0285907-a5ec-4c09-a84d-659672645a14","4a56f894-ec5a-42e7-9254-8a89fb6e90cc","amex","8","753459.76","A deposit for MKD 289.81 was made at المدقي - المحجوب via card ending ****2773 on account ***2899.","2025-05-23T21:59:10.198Z"
"b351b451-7dc7-4c17-aacb-fe893edf4030","366663ea-630d-4bd1-b330-227c57eb6ef7","amex","19","499534.53","A invoice of HTG 904.77 occurred at بن حسين - الطويل using a card ending in ****5413 for account ***5309.","2025-05-24T19:09:19.625Z"
"e5631e6d-47ef-4ea3-8956-f985d1a8c678","b7b3ae41-8b1f-4ae3-9e57-03359da6a9e9","amex","19","591268.05","You made a deposit of ISK 182.99 at الدرقاش - الرقيق using card ending in ****3173 from account ***3438.","2025-05-24T18:01:53.809Z"
"15c088c7-8531-45eb-a93e-5e0b4b81dba6","428bf0c8-27b7-4724-8bde-fea8e8042fdb","visa","15","26973.32","Your withdrawal of BTN 955.63 at النابلي, همدان and الطريقي was successful. Charged via card ****9794 to account ***0950.","2025-05-24T00:17:13.012Z"
"8435b06f-57c7-4a4d-8614-12b5d4406660","a32ace48-036b-4806-bc1e-00d84553fc8b","mastercard","15","962334.62","Transaction alert: invoice at زروق LLC using card ending ****8219 for an amount of PLN 972.92 on account ***8084.","2025-05-24T15:01:24.760Z"
"008d7c9d-dd4f-4584-b82e-9d81da24f850","f08a9c6d-6faf-4905-ac29-741bb707c4f1","mastercard","8","94370.74","A deposit for AMD 390.56 was made at فقوسة LLC via card ending ****5468 on account ***6124.","2025-05-24T20:19:01.579Z"
"5475fa37-8ed4-42e6-b147-6b7c12ebb3d6","e7f08014-804b-4e71-90dc-ceeec842f80b","mastercard","7","625324.27","withdrawal processed at جاوحدو, عظومة and خنفير for KHR 403.82, using card ending ****7650. Account: ***1137.","2025-05-24T02:28:43.906Z"
"ccd283ff-7e13-4734-9361-1e51558fc2b3","c5d6e93c-60d9-4c38-94d8-ee9cc3a0599e","visa","3","418039.47","withdrawal at بن حسين, جابالله and تومي with a card ending in ****9600 for YER 537.85 from account ***5194.","2025-05-23T22:17:26.246Z"
"ae3d1031-1a50-40ac-9f37-3735b08e4fc2","c9da7a90-2d3c-432e-949f-5e8060e0dcf2","mastercard","1","947787.96","Transaction alert: deposit at الع لويني - زقية using card ending ****3867 for an amount of EUR 201.20 on account ***8812.","2025-05-24T06:49:26.851Z"
"8aa328da-103b-40ef-9f53-cf0a21a6c937","db25ea84-0dae-4a00-974e-4cdd3cf17859","visa","10","578232.96","You made a deposit of WST 293.96 at العنابي, بنسلامة and الشيباني using card ending in ****9134 from account ***2775.","2025-05-23T20:58:03.841Z"
"6f00eaa4-3121-4249-a0f7-8ae812476c2d","2d972733-e313-47ad-a32a-133cd1de8279","visa","5","536132.41","A payment for PGK 98.66 was made at زروق, جراد and عظومة via card ending ****5747 on account ***7842.","2025-05-24T05:15:25.815Z"
"9dde362f-eb61-4962-81a1-83c2d0a915ce","1e74919a-abaf-420e-b267-29a2e81c5cf7","amex","4","428404.73","A invoice for XOF 622.76 was made at السقاط, بن عبدالله and البشيري via card ending ****7577 on account ***2091.","2025-05-23T21:09:30.593Z"
"24b70008-b910-4b0b-ac73-69cf122f3535","fdc3dec4-56bc-4bc5-972e-055f25688e8b","amex","12","32736.21","A invoice for MNT 55.54 was made at الغربي - الحمامي via card ending ****3078 on account ***2165.","2025-05-23T21:41:25.647Z"
"27053551-124f-411b-a784-9987a54c7320","a92dd145-8d3a-4e79-a1f1-3afb26eb23c5","amex","15","853379.53","withdrawal of ETB 588.00 at لخشين, الشريف and بن حسين charged to account ending in 2211 using card ending in ****9409.","2025-05-24T10:10:14.749Z"
"4445c0ca-eef6-42d8-a1dd-6ee65b5256f1","35746c34-61db-4bed-99e5-833abf169499","mastercard","7","454752.8","Payment of MDL 170.13 for invoice at السقاط LLC, processed with card ending ****1734 linked to account ***1006.","2025-05-24T06:45:12.935Z"
"2ec2cef1-2c44-4a2d-8d30-8382d43738c0","597e86d7-7c1e-48f9-9824-dee4c582af51","amex","4","586052.23","A payment of GIP 60.66 occurred at زقية - العواني using a card ending in ****3220 for account ***6868.","2025-05-24T19:26:24.122Z"
"cdd4a199-317a-4ce7-b4b8-5c9bfd0308c3","c7dac4c8-89fd-4645-89ce-31c1e5745112","amex","11","803742.52","invoice of HTG 535.38 at يافع - الشتيوي charged to account ending in 6765 using card ending in ****5815.","2025-05-24T10:50:34.630Z"
"f58667f6-2b76-4db5-9bd5-fa9f5c3db0d2","8043348c-156c-4442-934f-fb86ab7588d0","visa","19","74773.07","Transaction alert: deposit at المحجوب, زروق and زروق using card ending ****4682 for an amount of SGD 312.49 on account ***9230.","2025-05-23T23:34:49.233Z"
"ba8eeb7d-e069-47ae-b858-9c1c776d2aba","abd6cfd4-e62a-4b2b-aa8c-b99e284703a6","visa","3","743758.87","withdrawal confirmed at بن عمر, فقوسة and بن عبدالله for FJD 615.71, card ending in ****6956 associated with account ***7624.","2025-05-24T20:50:34.552Z"
"d81eb3b7-a252-4be0-8508-d1846334ff1c","b3c68618-cb60-4862-9ea7-d35d5ac010f8","amex","5","256992.99","payment of BBD 734.99 at نيفر, العواني and العنابي charged to account ending in 1202 using card ending in ****2550.","2025-05-24T10:14:35.582Z"
"5d127d4c-0045-4dff-aa35-6a68c46b0092","8a46436a-a9e0-4239-9833-3565c300b95f","amex","9","1740.36","You made a withdrawal of BZD 34.04 at بن حسين and Sons using card ending in ****6179 from account ***6858.","2025-05-24T06:15:07.145Z"
"a520330a-6ab3-4f76-8444-b6ea977de4c1","7c76d001-cf83-47ff-b542-91c67734b042","mastercard","3","635528.71","withdrawal of LRD 406.13 at بن عثمان, الشيباني and فقوسة charged to account ending in 2007 using card ending in ****2089.","2025-05-24T13:42:00.740Z"
"068c1d9f-5324-4b1a-ace1-d919be9bec2a","7c5f9662-0cea-4e9f-b903-502a2fbc1a42","amex","15","565609.51","Payment of UZS 110.98 for invoice at البشيري - ادريس, processed with card ending ****7895 linked to account ***2463.","2025-05-24T06:41:53.482Z"
"654c9feb-2571-4a4a-bb2d-55035b33971d","abdc4368-be7b-4826-9bb0-32058e0da1d3","amex","9","102495.33","invoice at بن عبد السلام LLC with a card ending in ****5525 for CRC 957.75 from account ***0693.","2025-05-24T02:48:38.170Z"
"bd37ea6a-94ed-4339-84a6-bcd4b1737edc","bfe20d30-963d-480f-8e5f-de81015d8a4e","amex","2","979290.76","withdrawal transaction at الأشراف - بن حمودة using card ending with ****0969 for NIO 540.26 in account ***2220.","2025-05-24T13:14:09.189Z"
"82dcaa2f-ff16-4682-b8d2-9ec685a7b40c","d920c98a-7fb2-4930-ae50-843a3b08e0d7","amex","9","74869.49","payment processed at الكراي, جابالله and بن عبد الكريم for TZS 934.57, using card ending ****9436. Account: ***3354.","2025-05-24T02:58:04.968Z"
"5231534f-97c6-487b-9a85-9ad4628691dc","90f0cf0d-2437-4fb8-a5d7-9822f160f381","visa","12","921891.17","deposit processed at تومي - ادريس for STN 31.23, using card ending ****8242. Account: ***6607.","2025-05-24T08:42:27.712Z"
"c4291483-7cc4-44cd-b554-8366496f2508","97fab10d-209a-49b2-9e25-a995946a8364","mastercard","1","198020.66","You made a payment of UZS 261.02 at بودوارة, المحجوب and بوديبة using card ending in ****7925 from account ***9056.","2025-05-24T14:14:28.031Z"
"fcac7528-8d10-4f6a-a046-c4ab8006fa74","640ebb3d-a808-41b4-8825-e60f1f73371d","visa","13","831440.72","Payment of TMT 208.57 for payment at المولدي, الوحيشي and بوديبة, processed with card ending ****6736 linked to account ***7928.","2025-05-24T04:20:30.642Z"
"2ffed424-0d81-485a-b907-ab3de7ff9793","16380d6c-8a45-4a4e-b755-12a756eddeef","amex","14","851073.52","Transaction alert: invoice at الكافي - همدان using card ending ****3134 for an amount of BDT 219.55 on account ***7549.","2025-05-24T20:38:19.368Z"
"8a4b653f-7cb5-4a58-840b-b3083c3ca65e","02733be6-591e-4202-811b-755a68e93ac4","amex","13","919961.44","Your invoice of SLE 909.25 at الدرقاش, يافع and الدرقاش was successful. Charged via card ****1785 to account ***4318.","2025-05-24T10:51:09.329Z"
"e2c96244-9299-4864-9dde-5d2951dfa364","083d87b1-7869-4c15-937a-7afca0f36867","visa","5","735110.17","withdrawal processed at بن عبد الكريم - النخلي for BTN 323.58, using card ending ****0090. Account: ***4981.","2025-05-24T14:00:19.294Z"
"3023be2e-1b85-4e84-9c50-0220cbae3d62","a8adf2f8-9e9d-413b-9126-f8f9fd1299b4","visa","19","584874.88","Your payment of FKP 965.83 at عنون Group was successful. Charged via card ****3033 to account ***8980.","2025-05-24T00:45:35.969Z"
"89ba751a-b9c7-4bce-9314-62dbf65c8629","f5d7d2cc-cb96-478c-a39f-f1ce37b5935b","visa","5","411022.82","withdrawal at جابالله, الشريف and بن حسين with a card ending in ****6488 for COP 665.95 from account ***6440.","2025-05-24T05:26:21.149Z"
"31ac8c08-f393-4e83-b12f-728883b23fbe","605def8d-730d-45d6-b1b6-68b22512531d","visa","12","411568.76","Transaction alert: invoice at بوهاها - جاوحدو using card ending ****5465 for an amount of CNY 168.82 on account ***8014.","2025-05-24T00:54:22.877Z"
"6f3e70d9-d729-44d2-b26b-e3da23209f83","ede478d0-bdb3-4b32-a1fa-2c4823969c0e","amex","20","428109.22","deposit transaction at جابالله - خنفير using card ending with ****5797 for TZS 629.33 in account ***0939.","2025-05-24T17:56:39.377Z"
"c8d844ec-0051-468d-9351-b074d1d843ba","953dad3a-c815-4e85-bd81-686241a50df5","amex","20","654293.32","Transaction alert: payment at الطويل Inc using card ending ****4500 for an amount of JPY 911.34 on account ***4582.","2025-05-24T00:18:20.235Z"
"82f92a09-76d6-4d38-8a3d-93327fc91f7d","919f8130-b23e-4464-b1d3-b3e1e89208d4","mastercard","1","535938.02","withdrawal transaction at عطالله - النجار using card ending with ****4605 for HKD 180.47 in account ***9319.","2025-05-23T23:40:42.144Z"
"34293aec-d325-4b7e-b074-b7851334261c","a058d41a-cf8b-4d23-9ad6-e5b0a9f263e4","visa","12","293789.05","payment confirmed at بن عبد السلام - نيفر for GMD 45.46, card ending in ****3472 associated with account ***6649.","2025-05-24T07:45:45.989Z"
