order_id,internal_id,customer_id,store_id,store_name_ar,store_name_en,internal_store_id,driver_id,order_details_text,amount,created_at,payment_method,orders_type,location_latitude,location_longitude,delivery_fee,coupon_code,completed_at,delivery_duration,related_rating
"75f4c451-2887-4dbd-8064-65035b9d9f30","38","5","d3e77525-4d4c-4593-a809-61939d7427c0","بقالة","صناعة","23","1","منجلي منتصف المسرح إلى كل اهداء كرامة بوق.","603621.57","2025-05-24T16:21:10.427Z","wallet_and_cach","NULL","33.453014429999996","36.25555247","16.307609313404875","oJiJmUDCJBt","2025-05-24T11:50:28.185Z","17","3"
"b25d27be-c9c5-4092-a34a-2464529face0","39","20","f941de96-bc41-427c-b70d-5403e7b4bd0d","أحذية","حواسيب","9","9","كان رمي ليتم حجاب يلمس أدير العنكبوت.","594131.98","2025-05-24T15:58:37.704Z","wallet_and_cach","take_away","33.45845367","36.31033394","7.7531086897119135","pMSmiTd","2025-05-24T16:00:31.642Z","39","4"
"17601105-2c09-402b-b403-defdb7783d21","42","6","a4a7b231-eba0-41ca-90d4-b08afddc5850","أحذية","حديقة","19","8","باتجاه يدفع وسعنا على.","430945.13","2025-05-24T14:57:29.542Z","wallet_and_online","take_away","33.46318486","36.315574059999996","13.423022312949326","wbJhXfEu","2025-05-24T12:24:54.431Z","33","4"
"0d1b4b83-3a7d-4e7a-b186-d644d6f1dc96","45","12","fc0f2d72-4773-49b3-9b1d-9e038a1e3673","أغراض رياضية","بقالة","16","2","ليّن ماهر حلاق.","7749.08","2025-05-24T12:55:59.487Z","cach","NULL","33.470128450000004","36.29281464","9.490345313912771","SPDWHurIluYJ","2025-05-24T08:16:15.903Z","37","2"
"acf400ff-6380-4018-ba2b-67ba098fe990","51","7","fc0f2d72-4773-49b3-9b1d-9e038a1e3673","أغراض رياضية","بقالة","16","7","الإحسان يفعل مفيد احصل.","635490.05","2025-05-24T05:30:15.876Z","wallet","NULL","33.536180370000004","36.29635018","14.0533076405805","LzNvZRMtZQum","2025-05-24T00:10:47.286Z","34","4"
"45fa46c9-1f7b-48a3-a9fa-83ee29332866","59","15","c290e594-7a15-4961-ac03-bee80f2f8840","كتب","السيارات","26","9","اقتراح يتمتع مبروك يمسح رأى الحمدون جري.","479984.38","2025-05-24T11:10:46.499Z","wallet_and_cach","NULL","33.49106857","36.28709056","8.885161545127989","BQBprcet","2025-05-24T00:42:28.441Z","35","2"
"f08a9c6d-6faf-4905-ac29-741bb707c4f1","73","8","e5285a26-34ee-4f09-bfde-3d0289bc51b8","جمال","بيت","24","7","نقود عضوية المد يمثل لوم يأتي العنوان بيئة.","94370.74","2025-05-24T04:04:51.196Z","online","NULL","33.49175856","36.22062165","19.756135852100847","ChNpTgCsqzzxCv","2025-05-24T01:30:25.504Z","10","1"
"db25ea84-0dae-4a00-974e-4cdd3cf17859","77","10","e00d7e9f-f192-4289-bad8-bb5f1cba753e","رضع","إلكترونيات","10","10","تكون ذيل اقرر.","578232.96","2025-05-24T06:30:31.315Z","cach","take_away","33.45898455","36.32519034","19.197887783751447","wbJhXfEu","2025-05-24T07:26:26.924Z","57","5"
"bfe20d30-963d-480f-8e5f-de81015d8a4e","92","2","c3a3e937-f175-48b4-8cf5-faeaaf454161","حواسيب","أطفال","25","4","متى حر متزوجة خطأ إليك يتعلم أخيرا كشط زعتر بقرة.","979290.76","2025-05-23T21:32:43.298Z","wallet_and_cach","take_away","33.507201540000004","36.2792039","17.906385396715926","oGsaHwD","2025-05-24T11:51:20.992Z","27","1"
"d920c98a-7fb2-4930-ae50-843a3b08e0d7","93","9","cae932bc-3304-464c-8184-78cbab1f3d1f","صحة","ألعاب","5","3","القليل قال الحضارة مرة خيره.","74869.49","2025-05-24T10:22:54.828Z","cach","NULL","33.52764232","36.25770185","5.92270782750591","oGsaHwD","2025-05-24T06:58:24.872Z","49","3"
"90f0cf0d-2437-4fb8-a5d7-9822f160f381","94","12","d3e77525-4d4c-4593-a809-61939d7427c0","بقالة","صناعة","23","9","هو حصلت شرط تبعًا يصلح.","921891.17","2025-05-24T06:03:22.265Z","wallet_and_cach","delivery","33.45922641","36.22033803","11.710784122517808","oGsaHwD","2025-05-24T20:25:09.262Z","46","5"
"953dad3a-c815-4e85-bd81-686241a50df5","104","20","fc0f2d72-4773-49b3-9b1d-9e038a1e3673","أغراض رياضية","بقالة","16","7","ثلاثون نتيجة أبداً كوب يظهر نفع يوم.","654293.32","2025-05-24T11:26:02.406Z","wallet_and_online","take_away","33.50605221","36.34246236","14.703412555315898","pMSmiTd","2025-05-24T18:51:14.665Z","12","3"
"99feb435-c0f8-43e2-aff6-23a2b523ed7b","113","4","d3e77525-4d4c-4593-a809-61939d7427c0","بقالة","صناعة","23","8","فضائي اجلس أريد حزينين خلف متطور يتعقب بعيد فليكن أرى.","199746.55","2025-05-24T00:55:44.167Z","wallet","NULL","33.47321367","36.33226842","8.133117774779077","pMSmiTd","2025-05-24T07:34:52.249Z","40","4"
"cbcaad26-88eb-44ae-93b1-42325e26e3ed","114","3","f76d6d36-cc00-4bf7-b018-1ae32ac9b182","حديقة","مجوهرات","12","1","قليل المحسن متوسط إنه يفصل قال جهد آكل.","253793.23","2025-05-24T10:39:28.883Z","wallet_and_online","NULL","33.53343032","36.21010209","18.59171877562366","pMSmiTd","2025-05-24T07:59:47.896Z","28","5"
"2c7ce8d5-becb-4a91-86ec-292349e6f0a3","116","15","ea18a486-c091-47e5-b1ea-294adf097bf3","إلكترونيات","رضع","3","8","الجنون مدهش غالباً مدينة يقرر أسمع سلب الجرأة.","433378.61","2025-05-23T21:45:55.721Z","wallet_and_cach","take_away","33.53833444","36.24910826","16.18311340614492","wbJhXfEu","2025-05-24T01:06:07.544Z","40","2"
"3eaa868a-19fe-43d5-9eff-e640b6a3c943","121","7","a4a7b231-eba0-41ca-90d4-b08afddc5850","أحذية","حديقة","19","1","الطريق قف مقنع أكون في زحف ديكور ممتع.","411241.95","2025-05-24T07:45:28.065Z","wallet","take_away","33.51911342","36.2158894","17.995964071126075","ChNpTgCsqzzxCv","2025-05-24T09:27:52.536Z","56","5"
"b1345094-2b87-4349-8e42-a6aaab3cb968","122","13","192aa7a5-3e7c-4d55-ba42-b2658a889653","مجوهرات","حديقة","15","7","متنوع حلها إضافي متطور مجموعة متنوع التشقلب.","584079.03","2025-05-24T17:54:18.355Z","online","take_away","33.4567303","36.2651183","8.86774143743626","oGsaHwD","2025-05-24T02:41:32.137Z","25","5"
"ede30293-6b77-4695-aad2-c818fefdaed9","124","9","7212729d-a5e9-4300-95d0-b2d40c4c0fd2","حديقة","أدوات","11","1","اخترت غرفة نعسان العمل امراء حقا أطفئ.","821484.84","2025-05-24T07:15:59.216Z","wallet_and_cach","delivery","33.52773099","36.31010479","8.448600005943337","oJiJmUDCJBt","2025-05-24T07:54:34.180Z","35","5"
"cdec7173-7773-412c-a785-8bbb92388096","126","10","daaa03bd-d893-41eb-b301-6db5a6886fc0","جمال","بيت","2","9","خشن سأفتح لإختيار تعتاد.","302102.93","2025-05-24T10:13:04.833Z","wallet_and_cach","delivery","33.46953931","36.24531805","10.842816011635726","LzNvZRMtZQum","2025-05-24T00:54:37.449Z","52","1"
"5b984528-982d-4a80-a151-29fdadc28038","130","2","192aa7a5-3e7c-4d55-ba42-b2658a889653","مجوهرات","حديقة","15","7","يحفظ ربيع ايقاد طاولة اغادر مخترع كنيس يكون.","206965.92","2025-05-24T05:38:50.705Z","wallet","NULL","33.50634254","36.2393721","19.724261814167384","LzNvZRMtZQum","2025-05-24T11:01:41.727Z","30","3"
"3c3aa1c4-2652-491b-bec6-acea59003ccc","138","13","e3fc9b0a-2417-46a1-beed-a6fc5f56a920","صناعة","في الهواء الطلق","18","4","أن آلام عاصف كرس هنا ربط كما.","515142.34","2025-05-24T12:22:07.905Z","online","delivery","33.54806309","36.26702478","15.81442306659167","SPDWHurIluYJ","2025-05-23T22:26:04.110Z","29","1"
"1723dd32-775f-47ca-89cc-5b02ec8d106e","140","20","fc0f2d72-4773-49b3-9b1d-9e038a1e3673","أغراض رياضية","بقالة","16","6","هذا سير عم.","843844.57","2025-05-24T09:22:40.653Z","wallet","delivery","33.45195495","36.28624559","9.207918380088094","BQBprcet","2025-05-24T11:15:39.091Z","29","5"
"8de1692e-58b2-4ca9-a876-9664cb4a4b54","142","7","32be280e-4053-46e7-aa6f-435067c12675","كتب","صحة","20","2","عم رياح مجموعة الشاعر.","159923.56","2025-05-24T02:39:04.810Z","wallet","delivery","33.48823675","36.30263884","13.274110209360193","pvffpatCwLZe","2025-05-24T05:07:13.303Z","13","4"
"dc91f749-0c96-422b-bba8-25124556d2c1","144","14","e3fc9b0a-2417-46a1-beed-a6fc5f56a920","صناعة","في الهواء الطلق","18","6","فن تتدفق عصفور برودة سرور.","593022.77","2025-05-24T12:54:40.667Z","wallet_and_cach","take_away","33.54023093","36.31264626","15.941162403585729","pMSmiTd","2025-05-24T01:49:12.779Z","19","4"
"160feba1-5789-4555-8eaf-c7e3a5c20cd2","152","10","a4a7b231-eba0-41ca-90d4-b08afddc5850","أحذية","حديقة","19","5","الغرفة قوي القيء أعمى مراعاة.","614423.14","2025-05-23T23:50:56.079Z","wallet_and_cach","NULL","33.51485612","36.30720557","19.499194374614454","wbJhXfEu","2025-05-24T00:52:23.414Z","43","4"
"98ed7bbe-236b-4052-977f-10a5da6c2bb6","154","4","e00d7e9f-f192-4289-bad8-bb5f1cba753e","رضع","إلكترونيات","10","5","باستمرار الموقف يعبر يكنس خفض ملاك سأخبرك يفصل الفائز مقنع.","796339.55","2025-05-24T15:14:10.376Z","wallet_and_cach","delivery","33.516611659999995","36.27804585","19.071805202509953","ChNpTgCsqzzxCv","2025-05-24T12:37:34.798Z","36","5"
"79b41057-ea18-4574-bd9d-f217eade26de","158","5","daaa03bd-d893-41eb-b301-6db5a6886fc0","جمال","بيت","2","3","أَخَّاذ أقسم أُطرُوحَة أسمع المسالك زجاجة تواصل أتذكر تحت.","787811.15","2025-05-24T20:44:57.941Z","online","take_away","33.52390244","36.23867636","8.710658124800034","SPDWHurIluYJ","2025-05-24T08:56:49.063Z","30","3"
"e4230cab-b568-4e47-9f7b-cfb61b41b1b2","160","19","daaa03bd-d893-41eb-b301-6db5a6886fc0","جمال","بيت","2","3","الجاد منحنى مكاتب مع تخمين.","984814.14","2025-05-24T16:52:31.581Z","wallet","take_away","33.45954099","36.33676424","6.067013800613669","oJiJmUDCJBt","2025-05-24T20:43:23.479Z","17","3"
"4b2b86f9-4651-4340-b43a-e492ed4fcaef","167","11","cb0d7408-04ea-49a2-adc9-b746cf22953a","رضع","أطفال","21","1","بالتأكيد أخضر دورة.","225510.51","2025-05-24T04:53:15.792Z","wallet_and_cach","delivery","33.47255899","36.3420372","19.02383505779228","LzNvZRMtZQum","2025-05-23T21:06:25.503Z","30","5"
"ddcb7147-7440-45c8-85c7-dfba14fe7357","176","6","2837deca-452d-4bb5-bbe9-41f451b2a550","كتب","إلكترونيات","14","6","نسج تحمل معتاد أثاث حساس المرسول.","901176.48","2025-05-24T02:06:53.366Z","cach","NULL","33.518184","36.20000626","6.755059911886043","oJiJmUDCJBt","2025-05-24T08:02:12.118Z","23","3"
"3f9618a5-689c-43a9-b9a4-d6dc721c539c","177","6","d099223a-610f-4ece-988c-a907be868339","أطفال","أطفال","17","6","تجمع يأسر بالغ أدافع والتكامل مبنى الطريق إلى يفتح نستنتج.","155308.9","2025-05-24T14:15:58.567Z","cach","take_away","33.48874664","36.2262064","15.132825595602746","pvffpatCwLZe","2025-05-24T20:08:37.238Z","31","3"
"e3ca7837-6f7f-44b6-a84a-2c506d15ab37","179","13","a404fc3d-dc50-41fa-afcc-066e0811a522","أحذية","مجوهرات","7","5","صغير سألتصق صبرا يتقدم خطة.","24718.19","2025-05-24T19:14:50.410Z","online","take_away","33.49940148","36.27879661","11.827963311605735","oGsaHwD","2025-05-24T11:04:39.341Z","14","4"
"e1ab8ebd-3338-4804-a166-34c25f9fc83c","182","12","e5285a26-34ee-4f09-bfde-3d0289bc51b8","جمال","بيت","24","10","السماع فاجأ تصدع.","32143.88","2025-05-24T16:34:49.872Z","wallet_and_cach","delivery","33.52998023","36.202446110000004","12.12951842969724","pMSmiTd","2025-05-24T15:33:55.536Z","49","5"
"a4bd07cf-ba83-44d0-85f9-5e4aac42cb2e","190","7","dbcf5f9e-dfe8-4e8e-81a5-86de42c78672","أدوات","صناعة","22","10","ازعم أريد وفير ربط لإختيار أتصل مقرر.","594491.62","2025-05-24T11:30:12.982Z","wallet","take_away","33.51155842","36.29929876","10.221790160645886","wbJhXfEu","2025-05-24T13:37:57.423Z","32","3"
"460a3f76-617b-478d-83f7-abe30a52c61e","191","19","daaa03bd-d893-41eb-b301-6db5a6886fc0","جمال","بيت","2","1","يأسر يقدموا أقسى.","451554.14","2025-05-24T08:15:10.756Z","wallet","NULL","33.47903873","36.22791755","18.44985887257006","BQBprcet","2025-05-24T12:22:08.187Z","51","1"
"09dadf54-8099-45e0-952a-f75cc68aefdc","194","19","ea18a486-c091-47e5-b1ea-294adf097bf3","إلكترونيات","رضع","3","7","ناعم تماثيل استوديو المسرح كائن سلام طويل تخمين.","388587.85","2025-05-24T02:54:08.265Z","online","delivery","33.52561072","36.23649294","11.264858914788562","LzNvZRMtZQum","2025-05-23T21:54:21.343Z","17","3"
"4628afc5-685c-437b-b850-3c33cead0141","195","19","32be280e-4053-46e7-aa6f-435067c12675","كتب","صحة","20","8","النزاع أمشط مرسوم.","524998.72","2025-05-24T04:33:48.535Z","wallet","NULL","33.53186452","36.29987023","15.786044863790819","SPDWHurIluYJ","2025-05-24T14:23:27.180Z","29","1"
"68c5f74e-6d30-4cf8-ba2e-6b4a7471117b","196","13","a4a7b231-eba0-41ca-90d4-b08afddc5850","أحذية","حديقة","19","7","ملل يقلق مائة ممتع.","139102.41","2025-05-24T15:00:15.749Z","wallet_and_online","delivery","33.48453","36.33165546","5.939642927109302","iANkXIATuBzEog","2025-05-24T18:54:44.808Z","53","1"
"82b0a169-0e36-44e7-829a-ee45287c6f17","200","19","dbcf5f9e-dfe8-4e8e-81a5-86de42c78672","أدوات","صناعة","22","8","ما باقية كبير يحفظ وَرَاءَ وظائف حسنة كافٍ المعجل.","635865.99","2025-05-23T21:24:09.609Z","online","delivery","33.52567772","36.32818812","6.928716509847771","BQBprcet","2025-05-24T17:06:16.951Z","56","2"
"3ff3cc7d-77bb-408e-848d-764ce945b472","209","20","5b2f58a1-7ca1-4ce5-928e-46d792585d82","رضع","صحة","6","2","أدافع الاستخدام اناقش بسرعة رأى فقير النزاع هذا.","487403.93","2025-05-24T15:12:49.752Z","wallet_and_cach","delivery","33.468929939999995","36.27000863","18.46972340727475","pMSmiTd","2025-05-23T21:57:10.883Z","15","5"
"322067c4-80f7-4283-a79b-50a11d716812","217","9","192aa7a5-3e7c-4d55-ba42-b2658a889653","مجوهرات","حديقة","15","5","حساس نَسِيج مهارات.","787392.59","2025-05-24T16:33:51.760Z","wallet_and_online","delivery","33.53318517","36.25672882","17.99927516633739","BQBprcet","2025-05-24T07:42:56.813Z","56","2"
"d9be3971-a329-43a9-92f7-788ed4dd9187","222","11","cae932bc-3304-464c-8184-78cbab1f3d1f","صحة","ألعاب","5","5","عاقل فاجأ رسمي رفض يأتي.","759327.1","2025-05-24T20:36:45.952Z","online","take_away","33.52572824","36.339012939999996","9.90125358602555","LzNvZRMtZQum","2025-05-23T22:34:50.771Z","25","5"
"4c334919-b249-4c3c-82fc-e6ebbecbd3da","227","1","c3a3e937-f175-48b4-8cf5-faeaaf454161","حواسيب","أطفال","25","2","أمشط يبحث محكمة يستوعب مهارات جرس لإختيار.","972231.19","2025-05-24T09:59:30.847Z","cach","NULL","33.526275999999996","36.28469441","17.16886759962103","iANkXIATuBzEog","2025-05-24T11:27:36.176Z","54","2"
"d5c7fe48-ae7b-4ca6-91df-c8e954cbe590","229","1","a4a7b231-eba0-41ca-90d4-b08afddc5850","أحذية","حديقة","19","3","أقترح رياح كبير صندوق.","803046.15","2025-05-24T07:53:24.075Z","wallet_and_online","delivery","33.49621015","36.25263372","14.514559676621353","SPDWHurIluYJ","2025-05-24T19:05:41.875Z","38","5"
"cea76f44-2bd0-4be7-bd0b-ee135ad227c1","235","3","dbcf5f9e-dfe8-4e8e-81a5-86de42c78672","أدوات","صناعة","22","6","صلب القليل المحسن ملكنا أقسى ل صريح.","259014.32","2025-05-24T06:23:43.857Z","cach","take_away","33.48943566","36.34734907","17.311224625466238","pvffpatCwLZe","2025-05-24T19:52:07.520Z","45","4"
"f54dae39-6427-4912-9de0-0998b702af75","236","7","cb0d7408-04ea-49a2-adc9-b746cf22953a","رضع","أطفال","21","7","ثابت بالباص الوادي مال مرآة التي ثقافة.","617258.95","2025-05-24T12:45:24.754Z","wallet_and_cach","NULL","33.53484641","36.20451495","10.747406567671781","SPDWHurIluYJ","2025-05-24T06:55:37.160Z","47","4"
"2d032ff6-4265-4d98-b10c-b511b4a2fbff","238","10","f76d6d36-cc00-4bf7-b018-1ae32ac9b182","حديقة","مجوهرات","12","2","أقسى يتدحرج ماذا الأمل ربط باستمرار دواء أعمى.","469533.42","2025-05-24T07:05:13.855Z","wallet_and_online","NULL","33.47499583","36.27817503","12.70226266485166","iANkXIATuBzEog","2025-05-24T12:53:44.783Z","17","2"
"d8cb8b3b-a66e-43d4-84f6-64f9311ec1fe","247","5","d3e77525-4d4c-4593-a809-61939d7427c0","بقالة","صناعة","23","10","يتردد أساس ثلاثة ليتم.","554183.88","2025-05-24T02:40:23.217Z","online","take_away","33.54012314","36.25839262","6.535365877451282","pMSmiTd","2025-05-23T20:58:22.007Z","10","1"
"425f0217-bac0-4f12-bfd5-fb1f687d4e8f","249","14","ea18a486-c091-47e5-b1ea-294adf097bf3","إلكترونيات","رضع","3","2","برونز حاضر جميع بالطبع يلائم.","360044.98","2025-05-24T04:48:40.927Z","cach","delivery","33.45881105","36.21684581","10.18911016632796","LzNvZRMtZQum","2025-05-24T19:00:26.038Z","49","4"
"383b6fac-9fca-48f2-9dba-966a240dff5b","252","1","d3e77525-4d4c-4593-a809-61939d7427c0","بقالة","صناعة","23","4","وظائف أدوس النفخ أساس طبقة.","903718.96","2025-05-24T08:53:30.616Z","online","NULL","33.53676701","36.23302145","17.402158783668565","iANkXIATuBzEog","2025-05-23T21:36:44.540Z","12","5"
"64ffd096-ec4a-4dda-baed-30e5635d3510","253","12","b29fe0d3-f0f6-4ec2-a43f-c7ed36d551f0","حواسيب","حديقة","13","3","ملموس أرى فجأة أسود امتعة برودة.","452385.6","2025-05-24T00:57:22.311Z","wallet_and_online","NULL","33.47200729","36.21403608","7.503020576740914","pvffpatCwLZe","2025-05-24T01:43:58.890Z","33","5"
"fcbcb2b3-a82f-49a8-9fe3-6571478921b9","256","19","dbcf5f9e-dfe8-4e8e-81a5-86de42c78672","أدوات","صناعة","22","7","يرتجف وحشي هذا ربط بحكمة الحمدون يتحقق.","682876.85","2025-05-24T18:54:52.247Z","online","take_away","33.49828653","36.237198400000004","5.024357320877627","ChNpTgCsqzzxCv","2025-05-24T06:39:20.830Z","20","3"
"6555b713-6f67-4719-9a12-79c042b11f1b","260","5","f76d6d36-cc00-4bf7-b018-1ae32ac9b182","حديقة","مجوهرات","12","10","ماشية تصدع الملابس.","767675.08","2025-05-24T05:23:59.273Z","cach","take_away","33.45561805","36.29938903","15.761234640178348","SPDWHurIluYJ","2025-05-23T23:04:37.835Z","46","3"
"2f3a299c-0696-4b37-86a7-84c302edfe80","262","12","d3e77525-4d4c-4593-a809-61939d7427c0","بقالة","صناعة","23","1","سمحت الحمامات منتج.","205899.37","2025-05-23T22:58:15.707Z","online","take_away","33.46800604","36.30987664","6.496933772286841","wbJhXfEu","2025-05-24T08:38:44.009Z","11","3"
"57925821-dae7-402c-a099-306535c14fab","269","9","a4a7b231-eba0-41ca-90d4-b08afddc5850","أحذية","حديقة","19","8","شراب أدافع ماشية مرات تذوق اجلس منتصف.","815096.67","2025-05-24T09:16:43.849Z","wallet","delivery","33.50057875","36.291233860000006","10.923028476559438","iANkXIATuBzEog","2025-05-24T00:51:06.036Z","50","4"
"9f4431a6-9e46-40c8-806b-c33528892327","281","1","f941de96-bc41-427c-b70d-5403e7b4bd0d","أحذية","حواسيب","9","7","أدافع غائب بالباص انهم ذيل أعيش صالح اليقظة.","662409.44","2025-05-24T18:27:26.362Z","wallet_and_online","take_away","33.45979702","36.2838157","19.084515066680442","pvffpatCwLZe","2025-05-24T04:48:24.169Z","33","2"
"821ac82a-0f11-4aa9-99ee-3ee25e29a44b","287","5","32be280e-4053-46e7-aa6f-435067c12675","كتب","صحة","20","3","يتحقق مجال رأس متزوجة أب اخذت ينتقد صده كتف.","982656.6","2025-05-24T10:38:50.126Z","cach","delivery","33.472994480000004","36.34251958","16.049808772617375","oGsaHwD","2025-05-24T07:25:00.989Z","45","4"
"bd84889d-36fd-4a14-88d9-9796779996dc","291","14","f941de96-bc41-427c-b70d-5403e7b4bd0d","أحذية","حواسيب","9","1","يفعل أسقط مشهد حصلت نتهم يكون خجول.","14636.67","2025-05-24T18:10:19.720Z","wallet_and_cach","delivery","33.50021407","36.29921374","17.390251069420223","LzNvZRMtZQum","2025-05-24T09:25:56.509Z","20","5"
"77b2b910-5c90-4227-9276-623c2c08815e","297","3","d3e77525-4d4c-4593-a809-61939d7427c0","بقالة","صناعة","23","1","أوزة يكون يلاحظ أدوس يوضح.","387443.31","2025-05-24T07:08:55.233Z","wallet_and_cach","take_away","33.50513968","36.32578924","12.858591371510268","LzNvZRMtZQum","2025-05-24T19:47:50.751Z","23","1"
"1d1045ec-283d-4267-bde6-d5a9d661ade8","304","7","f941de96-bc41-427c-b70d-5403e7b4bd0d","أحذية","حواسيب","9","10","حل يأسر شيأ أنمو مخزون فضول مجموع.","194078.83","2025-05-24T06:17:32.792Z","cach","NULL","33.48111452","36.2315153","10.797340945383922","wbJhXfEu","2025-05-24T20:45:28.203Z","48","5"
"ac59c162-5dcc-47e1-8676-182244b6fd3b","312","2","e5285a26-34ee-4f09-bfde-3d0289bc51b8","جمال","بيت","24","5","لذا طبقة أطفئ حقيقي هواء.","11405.36","2025-05-24T12:55:14.816Z","cach","delivery","33.47088891","36.30739355","9.503513253494035","pvffpatCwLZe","2025-05-24T20:41:34.159Z","57","4"
"652da87f-387a-4413-a76d-1e83b8dceaf0","314","19","b29fe0d3-f0f6-4ec2-a43f-c7ed36d551f0","حواسيب","حديقة","13","10","يحب إذا حزن أوزة مخزون الذي.","174316.11","2025-05-23T21:24:29.926Z","cach","NULL","33.45208315","36.21375852","6.6536345639087315","pvffpatCwLZe","2025-05-24T06:05:17.053Z","25","4"
"3eae31e0-8ad7-4a26-b7dc-19dce392ce09","319","6","d099223a-610f-4ece-988c-a907be868339","أطفال","أطفال","17","2","مصطنع الفائز استراحة متزوجة اناقش لطيف من حقيقة كوب جميع.","930636.48","2025-05-23T22:17:43.777Z","online","take_away","33.4862812","36.27442753","12.672845835511602","oGsaHwD","2025-05-24T15:10:39.416Z","54","2"
"5313272c-8583-46b3-b7f4-e296a8dff69e","322","12","cb0d7408-04ea-49a2-adc9-b746cf22953a","رضع","أطفال","21","6","أوزة اضحك عريض صوت ثالث السماع.","171953.01","2025-05-23T21:11:43.094Z","cach","NULL","33.49679512","36.26906274","18.334641266389113","BQBprcet","2025-05-24T13:27:09.353Z","40","2"
"cd0b70d3-64c7-4319-b747-31751c540c7b","327","6","e3fc9b0a-2417-46a1-beed-a6fc5f56a920","صناعة","في الهواء الطلق","18","8","خلف صامت هواء صيف مبتذلة دواء رهيب اجلس.","621987.36","2025-05-24T07:48:45.725Z","wallet_and_cach","NULL","33.46707432","36.29983905","6.599731645620001","oJiJmUDCJBt","2025-05-23T23:12:32.398Z","12","4"
